# Title Delone variety and input centering M2A  C
# Radius of confusion 0.1
# min best Sella values 5.77248e-14
# max best Sella values 0.130656
-0,-0.098079,-0.019509,0.0693523,
0.1,0,0,0.122474,
-0.1,0,0,0.122474,
0.098079,0.019509,0,0.128581,
0.098079,-0.019509,0,0.112721,
-0.098079,0.019509,0,0.112721,
-0.098079,-0.019509,0,0.128581,
0.092388,0.038268,0,0.130656,
0.092388,-0.038268,0,0.1,
-0.092388,0.038268,0,0.1,
-0.092388,-0.038268,0,0.130656,
0.083147,0.055557,0,0.12858,
0.083147,-0.055557,0,0.0854051,
-0.083147,0.055557,0,0.0854051,
-0.083147,-0.055557,0,0.12858,
0.070711,0.070711,0,0.122475,
0.070711,-0.070711,0,0.070711,
-0.070711,0.070711,0,0.070711,
-0.070711,-0.070711,0,0.122475,
0.055557,0.083147,0,0.112721,
0.055557,-0.083147,0,0.0588828,
-0.055557,0.083147,0,0.0588828,
-0.055557,-0.083147,0,0.112721,
0.038268,0.092388,0,0.0999997,
0.038268,-0.092388,0,0.0541196,
-0.038268,0.092388,0,0.0541196,
-0.038268,-0.092388,0,0.0999997,
0.019509,0.098079,0,0.0854053,
0.019509,-0.098079,0,0.0588831,
-0.019509,0.098079,0,0.0588831,
-0.019509,-0.098079,0,0.0854053,
0,0.1,0,0.0707107,
0,-0.1,0,0.0707107,
